,text,category,polarity,polarity_id,label,question,answer
8036,As soon as my father lifted his pen from the check a chef appeared to usher us out.,service,positive,0,0,which category in the text is positive,service
8037,As soon as my father lifted his pen from the check a chef appeared to usher us out.,service,neutral,1,0,which category in the text is neutral,service
8038,The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,food,neutral,1,0,which category in the text is neutral,food
8039,The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,food,negative,2,0,which category in the text is negative,food
8040,Great neighborhood joint.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8041,Great neighborhood joint.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8042,The tuna and wasabe potatoes are excellent.,food,neutral,1,0,which category in the text is neutral,food
8043,The tuna and wasabe potatoes are excellent.,food,negative,2,0,which category in the text is negative,food
8044,The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,service,positive,0,0,which category in the text is positive,service
8045,The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).,service,neutral,1,0,which category in the text is neutral,service
8046,My fiance took me to Scopa last week for my birthday and I couldn't believe the food.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
8047,My fiance took me to Scopa last week for my birthday and I couldn't believe the food.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8048,My fiance took me to Scopa last week for my birthday and I couldn't believe the food.,food,neutral,1,0,which category in the text is neutral,food
8049,My fiance took me to Scopa last week for my birthday and I couldn't believe the food.,food,negative,2,0,which category in the text is negative,food
8050,Ummm...the beer was cold.,food,neutral,1,0,which category in the text is neutral,food
8051,Ummm...the beer was cold.,food,negative,2,0,which category in the text is negative,food
8052,I take all my NYC guests to VT's.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8053,I take all my NYC guests to VT's.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8054,"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.",food,neutral,1,0,which category in the text is neutral,food
8055,"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.",food,negative,2,0,which category in the text is negative,food
8056,"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.",service,neutral,1,0,which category in the text is neutral,service
8057,"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.",service,negative,2,0,which category in the text is negative,service
8058,"Good crowd, good outdoor seating, with a hip japanese vibe.",ambience,neutral,1,0,which category in the text is neutral,ambience
8059,"Good crowd, good outdoor seating, with a hip japanese vibe.",ambience,negative,2,0,which category in the text is negative,ambience
8060,"Even with the prix fixe pricing, this restaurant is not worth it.",anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
8061,"Even with the prix fixe pricing, this restaurant is not worth it.",anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8062,"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.",service,positive,0,0,which category in the text is positive,service
8063,"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.",service,neutral,1,0,which category in the text is neutral,service
8064,"Good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.",anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8065,"Good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.",anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8066,"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.",anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8067,"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.",anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8068,"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.",ambience,neutral,1,0,which category in the text is neutral,ambience
8069,"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation.",ambience,negative,2,0,which category in the text is negative,ambience
8070,"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",food,neutral,1,0,which category in the text is neutral,food
8071,"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",food,negative,2,0,which category in the text is negative,food
8072,"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",ambience,neutral,1,0,which category in the text is neutral,ambience
8073,"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",ambience,negative,2,0,which category in the text is negative,ambience
8074,"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",food,positive,0,0,which category in the text is positive,food
8075,"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",food,neutral,1,0,which category in the text is neutral,food
8076,"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",service,positive,0,0,which category in the text is positive,service
8077,"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",service,neutral,1,0,which category in the text is neutral,service
8078,"The view is spectacular, and the food is great.",food,neutral,1,0,which category in the text is neutral,food
8079,"The view is spectacular, and the food is great.",food,negative,2,0,which category in the text is negative,food
8080,"The view is spectacular, and the food is great.",ambience,neutral,1,0,which category in the text is neutral,ambience
8081,"The view is spectacular, and the food is great.",ambience,negative,2,0,which category in the text is negative,ambience
8082,"The place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and I got our food, the line reached the door.",anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
8083,"The place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and I got our food, the line reached the door.",anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8084,Good bagels and good cream cheese.,food,neutral,1,0,which category in the text is neutral,food
8085,Good bagels and good cream cheese.,food,negative,2,0,which category in the text is negative,food
8086,"The food is wonderful, tasty and filling, and the service is professional and friendly.",food,neutral,1,0,which category in the text is neutral,food
8087,"The food is wonderful, tasty and filling, and the service is professional and friendly.",food,negative,2,0,which category in the text is negative,food
8088,"The food is wonderful, tasty and filling, and the service is professional and friendly.",service,neutral,1,0,which category in the text is neutral,service
8089,"The food is wonderful, tasty and filling, and the service is professional and friendly.",service,negative,2,0,which category in the text is negative,service
8090,It is also extremely well priced.,price,neutral,1,0,which category in the text is neutral,price
8091,It is also extremely well priced.,price,negative,2,0,which category in the text is negative,price
8092,Always great service!,service,neutral,1,0,which category in the text is neutral,service
8093,Always great service!,service,negative,2,0,which category in the text is negative,service
8094,I am happy i did the food was awsome.,food,neutral,1,0,which category in the text is neutral,food
8095,I am happy i did the food was awsome.,food,negative,2,0,which category in the text is negative,food
8096,I have been in many restaurants all over the city and Roth's Steakhouse has quickly become one of my favorites.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8097,I have been in many restaurants all over the city and Roth's Steakhouse has quickly become one of my favorites.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8098,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",food,positive,0,0,which category in the text is positive,food
8099,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",food,neutral,1,0,which category in the text is neutral,food
8100,A bit breezy up there on the mezzanine from the wind coming from the tracks.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
8101,A bit breezy up there on the mezzanine from the wind coming from the tracks.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8102,A bit breezy up there on the mezzanine from the wind coming from the tracks.,ambience,positive,0,0,which category in the text is positive,ambience
8103,A bit breezy up there on the mezzanine from the wind coming from the tracks.,ambience,neutral,1,0,which category in the text is neutral,ambience
8104,I went to DF for Valentines Day dinner.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
8105,I went to DF for Valentines Day dinner.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8106,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",food,neutral,1,0,which category in the text is neutral,food
8107,"I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.",food,negative,2,0,which category in the text is negative,food
8108,I LOVED THE SHOWS.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8109,I LOVED THE SHOWS.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8110,I LOVED THE SHOWS.,ambience,neutral,1,0,which category in the text is neutral,ambience
8111,I LOVED THE SHOWS.,ambience,negative,2,0,which category in the text is negative,ambience
8112,"and i have been around the block, to say the very least.",anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
8113,"and i have been around the block, to say the very least.",anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8114,We could have made a meal of the yummy dumplings from the dumpling menu.,food,neutral,1,0,which category in the text is neutral,food
8115,We could have made a meal of the yummy dumplings from the dumpling menu.,food,negative,2,0,which category in the text is negative,food
8116,The aesthetics of this place are like an airport lounge.,ambience,positive,0,0,which category in the text is positive,ambience
8117,The aesthetics of this place are like an airport lounge.,ambience,neutral,1,0,which category in the text is neutral,ambience
8118,"Then, get ripped on free box wine.",food,neutral,1,0,which category in the text is neutral,food
8119,"Then, get ripped on free box wine.",food,negative,2,0,which category in the text is negative,food
8120,"Then, get ripped on free box wine.",price,neutral,1,0,which category in the text is neutral,price
8121,"Then, get ripped on free box wine.",price,negative,2,0,which category in the text is negative,price
8122,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,food,neutral,1,0,which category in the text is neutral,food
8123,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,food,negative,2,0,which category in the text is negative,food
8124,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8125,My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8126,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",food,positive,0,0,which category in the text is positive,food
8127,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",food,neutral,1,0,which category in the text is neutral,food
8128,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",service,positive,0,0,which category in the text is positive,service
8129,"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",service,neutral,1,0,which category in the text is neutral,service
8130,The food itself was just ok - nothing spectacular - but the service was awful.,food,positive,0,0,which category in the text is positive,food
8131,The food itself was just ok - nothing spectacular - but the service was awful.,food,negative,2,0,which category in the text is negative,food
8132,The food itself was just ok - nothing spectacular - but the service was awful.,service,positive,0,0,which category in the text is positive,service
8133,The food itself was just ok - nothing spectacular - but the service was awful.,service,neutral,1,0,which category in the text is neutral,service
8134,The pizza is yummy and I like the atmoshpere.,food,neutral,1,0,which category in the text is neutral,food
8135,The pizza is yummy and I like the atmoshpere.,food,negative,2,0,which category in the text is negative,food
8136,The pizza is yummy and I like the atmoshpere.,ambience,neutral,1,0,which category in the text is neutral,ambience
8137,The pizza is yummy and I like the atmoshpere.,ambience,negative,2,0,which category in the text is negative,ambience
8138,"As there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats ,except at Taj Mahal.",anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
8139,"As there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats ,except at Taj Mahal.",anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8140,"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",food,positive,0,0,which category in the text is positive,food
8141,"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",food,neutral,1,0,which category in the text is neutral,food
8142,"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",service,positive,0,0,which category in the text is positive,service
8143,"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",service,neutral,1,0,which category in the text is neutral,service
8144,Give it a try and enjoy.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8145,Give it a try and enjoy.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8146,Good food.,food,neutral,1,0,which category in the text is neutral,food
8147,Good food.,food,negative,2,0,which category in the text is negative,food
8148,...and that's saying a lot.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
8149,...and that's saying a lot.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8150,"those rolls were big, but not good and sashimi wasn't fresh.",food,positive,0,0,which category in the text is positive,food
8151,"those rolls were big, but not good and sashimi wasn't fresh.",food,neutral,1,0,which category in the text is neutral,food
8152,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",food,neutral,1,0,which category in the text is neutral,food
8153,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",food,negative,2,0,which category in the text is negative,food
8154,The only thing I could get attention from was one of at least two cats running around that kept batting at my table.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
8155,The only thing I could get attention from was one of at least two cats running around that kept batting at my table.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8156,if your into thai..you cannot miss this great restaurant.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8157,if your into thai..you cannot miss this great restaurant.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8158,"Going to Ballato's is like coming home and eating in my own kitchen, an absolute delight!",anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8159,"Going to Ballato's is like coming home and eating in my own kitchen, an absolute delight!",anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8160,"try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.",food,neutral,1,0,which category in the text is neutral,food
8161,"try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.",food,negative,2,0,which category in the text is negative,food
8162,"However, go for the ambience, and consider the food just a companion for a trip across the world!",ambience,neutral,1,0,which category in the text is neutral,ambience
8163,"However, go for the ambience, and consider the food just a companion for a trip across the world!",ambience,negative,2,0,which category in the text is negative,ambience
8164,"However, go for the ambience, and consider the food just a companion for a trip across the world!",food,positive,0,0,which category in the text is positive,food
8165,"However, go for the ambience, and consider the food just a companion for a trip across the world!",food,neutral,1,0,which category in the text is neutral,food
8166,I think this is one of the more underrated places in the city.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8167,I think this is one of the more underrated places in the city.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8168,for out-of-towners who will get a big thrill out of the location!,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8169,for out-of-towners who will get a big thrill out of the location!,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8170,Everyone that has ever come here with me has become a convert and returned regularly with their own friends.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8171,Everyone that has ever come here with me has become a convert and returned regularly with their own friends.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8172,Food was good not great not worth the wait or another visit,service,positive,0,0,which category in the text is positive,service
8173,Food was good not great not worth the wait or another visit,service,neutral,1,0,which category in the text is neutral,service
8174,I go at least 3 times a month and have never been disappointed.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8175,I go at least 3 times a month and have never been disappointed.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8176,"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.",anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
8177,"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.",anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8178,I think the restaurant was too loud (when full) to be romantic.,ambience,positive,0,0,which category in the text is positive,ambience
8179,I think the restaurant was too loud (when full) to be romantic.,ambience,neutral,1,0,which category in the text is neutral,ambience
8180,"I have had so many dinners here and it's always been perfect - on a date with my husband, with my mom, with girlfriends and larger groups.",anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8181,"I have had so many dinners here and it's always been perfect - on a date with my husband, with my mom, with girlfriends and larger groups.",anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8182,"When you want a piece of beef, head on over.",food,neutral,1,0,which category in the text is neutral,food
8183,"When you want a piece of beef, head on over.",food,negative,2,0,which category in the text is negative,food
8184,"Delicate spices, onions, eggs and a kick-ass roti.",food,neutral,1,0,which category in the text is neutral,food
8185,"Delicate spices, onions, eggs and a kick-ass roti.",food,negative,2,0,which category in the text is negative,food
8186,Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.,food,neutral,1,0,which category in the text is neutral,food
8187,Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.,food,negative,2,0,which category in the text is negative,food
8188,Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.,price,neutral,1,0,which category in the text is neutral,price
8189,Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.,price,negative,2,0,which category in the text is negative,price
8190,"I actually gave Patroon another chance before writing this, but the second visit was even worse.",anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
8191,"I actually gave Patroon another chance before writing this, but the second visit was even worse.",anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8192,"Also, if you don't want to sit at a certain table, you don't have to!",anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
8193,"Also, if you don't want to sit at a certain table, you don't have to!",anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8194,"Also, if you don't want to sit at a certain table, you don't have to!",service,neutral,1,0,which category in the text is neutral,service
8195,"Also, if you don't want to sit at a certain table, you don't have to!",service,negative,2,0,which category in the text is negative,service
8196,Unbelievable.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8197,Unbelievable.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8198,A little pricey but it really hits the spot on a Sunday morning!,price,positive,0,0,which category in the text is positive,price
8199,A little pricey but it really hits the spot on a Sunday morning!,price,neutral,1,0,which category in the text is neutral,price
8200,A little pricey but it really hits the spot on a Sunday morning!,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8201,A little pricey but it really hits the spot on a Sunday morning!,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8202,I've been living in the Columbia University area for about 10 years with 3 kids - now in their teens.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
8203,I've been living in the Columbia University area for about 10 years with 3 kids - now in their teens.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8204,The menu has lots of options: I hope to go back to try those potato pancakes.,food,neutral,1,0,which category in the text is neutral,food
8205,The menu has lots of options: I hope to go back to try those potato pancakes.,food,negative,2,0,which category in the text is negative,food
8206,As soon as I wake up on a saturday or sunday it is the first thing on my mind is when and how I will be getting to fried dumpling.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8207,As soon as I wake up on a saturday or sunday it is the first thing on my mind is when and how I will be getting to fried dumpling.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8208,"The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it.",service,positive,0,0,which category in the text is positive,service
8209,"The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it.",service,neutral,1,0,which category in the text is neutral,service
8210,"The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it.",anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8211,"The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it.",anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8212,"My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions.",anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8213,"My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions.",anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8214,"My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions.",food,neutral,1,0,which category in the text is neutral,food
8215,"My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions.",food,negative,2,0,which category in the text is negative,food
8216,This restaurant was way overhyped.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
8217,This restaurant was way overhyped.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8218,I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,service,positive,0,0,which category in the text is positive,service
8219,I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,service,neutral,1,0,which category in the text is neutral,service
8220,I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
8221,I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8222,Delicious crab cakes too.,food,neutral,1,0,which category in the text is neutral,food
8223,Delicious crab cakes too.,food,negative,2,0,which category in the text is negative,food
8224,"Now at the top of our list, Del Frisco's Steakhouse.",anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8225,"Now at the top of our list, Del Frisco's Steakhouse.",anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8226,I cannot imagine you not rushing out to eat there.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8227,I cannot imagine you not rushing out to eat there.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8228,This was the worst dining experience I've ever had.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
8229,This was the worst dining experience I've ever had.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8230,I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,service,neutral,1,0,which category in the text is neutral,service
8231,I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,service,negative,2,0,which category in the text is negative,service
8232,Just bring someone who speaks Cantonese because waiter may not understand you.,service,positive,0,0,which category in the text is positive,service
8233,Just bring someone who speaks Cantonese because waiter may not understand you.,service,neutral,1,0,which category in the text is neutral,service
8234,I thought I had died and gone to heaven.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8235,I thought I had died and gone to heaven.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8236,"Not someplace I would seek to try out but if I am in the area again, I will certainly stop by.",anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
8237,"Not someplace I would seek to try out but if I am in the area again, I will certainly stop by.",anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8238,The bruschetta and panini's are so yummy!,food,neutral,1,0,which category in the text is neutral,food
8239,The bruschetta and panini's are so yummy!,food,negative,2,0,which category in the text is negative,food
8240,"Food was okay, nothing great.",food,positive,0,0,which category in the text is positive,food
8241,"Food was okay, nothing great.",food,negative,2,0,which category in the text is negative,food
8242,Every waitress and customer who passed by me bumped into my chair.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
8243,Every waitress and customer who passed by me bumped into my chair.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8244,I have been going there since it opened and I can't get enough.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8245,I have been going there since it opened and I can't get enough.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8246,"In fact, you can't miss it.",anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8247,"In fact, you can't miss it.",anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8248,I recently tried Suan and I thought that it was great.,anecdotes/miscellaneous,neutral,1,0,which category in the text is neutral,anecdotes/miscellaneous
8249,I recently tried Suan and I thought that it was great.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8250,It is run by the same Sichuan chef who started the chain in Chinatown.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
8251,It is run by the same Sichuan chef who started the chain in Chinatown.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8252,Get the feeling they settled into a groove a while ago.,anecdotes/miscellaneous,positive,0,0,which category in the text is positive,anecdotes/miscellaneous
8253,Get the feeling they settled into a groove a while ago.,anecdotes/miscellaneous,negative,2,0,which category in the text is negative,anecdotes/miscellaneous
8254,"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",food,positive,0,0,which category in the text is positive,food
8255,"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",food,neutral,1,0,which category in the text is neutral,food
8256,"I can't wait for summer, when they serve outside on their gigantic patio.",ambience,neutral,1,0,which category in the text is neutral,ambience
8257,"I can't wait for summer, when they serve outside on their gigantic patio.",ambience,negative,2,0,which category in the text is negative,ambience
8258,Best Pastrami I ever had and great portion without being ridiculous.,food,neutral,1,0,which category in the text is neutral,food
8259,Best Pastrami I ever had and great portion without being ridiculous.,food,negative,2,0,which category in the text is negative,food
8260,"If you are someone who appreciates the same things but hope to have food to spare or share, Kai may not be the best option.",food,positive,0,0,which category in the text is positive,food
8261,"If you are someone who appreciates the same things but hope to have food to spare or share, Kai may not be the best option.",food,negative,2,0,which category in the text is negative,food
8262,go here for the drinks!,food,neutral,1,0,which category in the text is neutral,food
