,text,term,polarity,polarity_id,label
5600,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",wine,neutral,1,0
5601,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",wine,negative,2,0
5602,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",prices,neutral,1,0
5603,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",prices,negative,2,0
5604,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,brioche and lollies,neutral,1,0
5605,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,brioche and lollies,negative,2,0
5606,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,meal,neutral,1,0
5607,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,meal,negative,2,0
5608,"After being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table.",2-person table,positive,0,0
5609,"After being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table.",2-person table,neutral,1,0
5610,And the bill was outragous.,bill,positive,0,0
5611,And the bill was outragous.,bill,neutral,1,0
5612,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",food,neutral,1,0
5613,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",food,negative,2,0
5614,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",wine list,neutral,1,0
5615,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",wine list,negative,2,0
5616,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",priced,neutral,1,0
5617,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",priced,negative,2,0
5618,"Kind, attentive wait staff.",wait staff,neutral,1,0
5619,"Kind, attentive wait staff.",wait staff,negative,2,0
5620,Salads were fantastic.,Salads,neutral,1,0
5621,Salads were fantastic.,Salads,negative,2,0
5622,The owners and employees are friendly and their pizza is fantastic.,owners,neutral,1,0
5623,The owners and employees are friendly and their pizza is fantastic.,owners,negative,2,0
5624,The owners and employees are friendly and their pizza is fantastic.,employees,neutral,1,0
5625,The owners and employees are friendly and their pizza is fantastic.,employees,negative,2,0
5626,The owners and employees are friendly and their pizza is fantastic.,pizza,neutral,1,0
5627,The owners and employees are friendly and their pizza is fantastic.,pizza,negative,2,0
5628,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",food,neutral,1,0
5629,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",food,negative,2,0
5630,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",mussels in spicy tomato sauce,neutral,1,0
5631,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",mussels in spicy tomato sauce,negative,2,0
5632,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",fries,neutral,1,0
5633,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",fries,negative,2,0
5634,The food is authentic Italian - delicious!,food,neutral,1,0
5635,The food is authentic Italian - delicious!,food,negative,2,0
5636,skip dessert.,dessert,positive,0,0
5637,skip dessert.,dessert,neutral,1,0
5638,I complete the total bagel experience by having it lightly toasted.,bagel,neutral,1,0
5639,I complete the total bagel experience by having it lightly toasted.,bagel,negative,2,0
5640,It was like the servers forgot that they actually worked there and instead wanted to hang out and be cool.,servers,positive,0,0
5641,It was like the servers forgot that they actually worked there and instead wanted to hang out and be cool.,servers,neutral,1,0
5642,The service is good and ambience is good for a date or group outing.,service,neutral,1,0
5643,The service is good and ambience is good for a date or group outing.,service,negative,2,0
5644,The service is good and ambience is good for a date or group outing.,ambience,neutral,1,0
5645,The service is good and ambience is good for a date or group outing.,ambience,negative,2,0
5646,A great way to make some money is to buy a case of snapple from Costco and sell it right outside for only $2.50.,case of snapple,positive,0,0
5647,A great way to make some money is to buy a case of snapple from Costco and sell it right outside for only $2.50.,case of snapple,negative,2,0
5648,It's all about the food !!,food,neutral,1,0
5649,It's all about the food !!,food,negative,2,0
5650,Fast service.,service,neutral,1,0
5651,Fast service.,service,negative,2,0
5652,"The staff is excellent, specjal: that girl behind the bar, european chic.",staff,neutral,1,0
5653,"The staff is excellent, specjal: that girl behind the bar, european chic.",staff,negative,2,0
5654,"The staff is excellent, specjal: that girl behind the bar, european chic.",bar,positive,0,0
5655,"The staff is excellent, specjal: that girl behind the bar, european chic.",bar,negative,2,0
5656,"stick with the chicken, beef, and lamb dishes.",chicken,neutral,1,0
5657,"stick with the chicken, beef, and lamb dishes.",chicken,negative,2,0
5658,"stick with the chicken, beef, and lamb dishes.",beef,neutral,1,0
5659,"stick with the chicken, beef, and lamb dishes.",beef,negative,2,0
5660,"stick with the chicken, beef, and lamb dishes.",lamb dishes,neutral,1,0
5661,"stick with the chicken, beef, and lamb dishes.",lamb dishes,negative,2,0
5662,"The service was bad, the food took to forever to come, we sat on the upper level.",service,positive,0,0
5663,"The service was bad, the food took to forever to come, we sat on the upper level.",service,neutral,1,0
5664,"The service was bad, the food took to forever to come, we sat on the upper level.",food,positive,0,0
5665,"The service was bad, the food took to forever to come, we sat on the upper level.",food,neutral,1,0
5666,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",quality,neutral,1,0
5667,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",quality,negative,2,0
5668,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",care,neutral,1,0
5669,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",care,negative,2,0
5670,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",food,neutral,1,0
5671,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",food,negative,2,0
5672,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",specials,positive,0,0
5673,"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",specials,negative,2,0
5674,This restaurant is a wonderful place to go many times and it is reasonably priced.,priced,neutral,1,0
5675,This restaurant is a wonderful place to go many times and it is reasonably priced.,priced,negative,2,0
5676,"Bottom line: B+ for the food, F for the service.",food,neutral,1,0
5677,"Bottom line: B+ for the food, F for the service.",food,negative,2,0
5678,"Bottom line: B+ for the food, F for the service.",service,positive,0,0
5679,"Bottom line: B+ for the food, F for the service.",service,neutral,1,0
5680,The only thing the waiters don't do for you is wipe your chin when you leave.,waiters,neutral,1,0
5681,The only thing the waiters don't do for you is wipe your chin when you leave.,waiters,negative,2,0
5682,"Stick to dimsum, not super overpriced noodles.",noodles,positive,0,0
5683,"Stick to dimsum, not super overpriced noodles.",noodles,negative,2,0
5684,"Stick to dimsum, not super overpriced noodles.",dimsum,neutral,1,0
5685,"Stick to dimsum, not super overpriced noodles.",dimsum,negative,2,0
5686,The service is fine and they allow you to enjoy the view.,service,neutral,1,0
5687,The service is fine and they allow you to enjoy the view.,service,negative,2,0
5688,The service is fine and they allow you to enjoy the view.,view,neutral,1,0
5689,The service is fine and they allow you to enjoy the view.,view,negative,2,0
5690,"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",staff,positive,0,0
5691,"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",staff,neutral,1,0
5692,delicious simple food in nice outdoor atmosphere.,food,neutral,1,0
5693,delicious simple food in nice outdoor atmosphere.,food,negative,2,0
5694,delicious simple food in nice outdoor atmosphere.,atmosphere,neutral,1,0
5695,delicious simple food in nice outdoor atmosphere.,atmosphere,negative,2,0
5696,The only fallback on this restaurant is the prices.,prices,positive,0,0
5697,The only fallback on this restaurant is the prices.,prices,neutral,1,0
5698,I've been to Naples 45 for dinner twice.,dinner,positive,0,0
5699,I've been to Naples 45 for dinner twice.,dinner,negative,2,0
5700,The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,soup,positive,0,0
5701,The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,soup,neutral,1,0
5702,The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,pepper,positive,0,0
5703,The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,pepper,neutral,1,0
5704,Try sushimi cucumber roll.,sushimi cucumber roll,neutral,1,0
5705,Try sushimi cucumber roll.,sushimi cucumber roll,negative,2,0
5706,The food is delicious.,food,neutral,1,0
5707,The food is delicious.,food,negative,2,0
5708,Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,wines by the glass,neutral,1,0
5709,Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,wines by the glass,negative,2,0
5710,Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,wine,positive,0,0
5711,Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,wine,negative,2,0
5712,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,place,neutral,1,0
5713,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,place,negative,2,0
5714,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,ambience,neutral,1,0
5715,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,ambience,negative,2,0
5716,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,staff,neutral,1,0
5717,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,staff,negative,2,0
5718,Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.,salt,positive,0,0
5719,Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.,salt,neutral,1,0
5720,"believe us, we've been eating sushi for over 15 yrs.",sushi,positive,0,0
5721,"believe us, we've been eating sushi for over 15 yrs.",sushi,negative,2,0
5722,The atmosphere is much better than Sripraphai (more modern and sleek).,atmosphere,neutral,1,0
5723,The atmosphere is much better than Sripraphai (more modern and sleek).,atmosphere,negative,2,0
5724,"The food is outstanding and the service is quick, friendly and very professional.",food,neutral,1,0
5725,"The food is outstanding and the service is quick, friendly and very professional.",food,negative,2,0
5726,"The food is outstanding and the service is quick, friendly and very professional.",service,neutral,1,0
5727,"The food is outstanding and the service is quick, friendly and very professional.",service,negative,2,0
5728,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",bagels,neutral,1,0
5729,"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.",bagels,negative,2,0
5730,"I had a late dinner at Lucky Stike, a great name for a joint if ever I saw one.",dinner,positive,0,0
5731,"I had a late dinner at Lucky Stike, a great name for a joint if ever I saw one.",dinner,negative,2,0
5732,Service is fast and friendly.,Service,neutral,1,0
5733,Service is fast and friendly.,Service,negative,2,0
5734,from an English speaking staff.,staff,positive,0,0
5735,from an English speaking staff.,staff,negative,2,0
5736,And they have these home made potato chips at the bar that are the most delicious things in the world!,potato chips,neutral,1,0
5737,And they have these home made potato chips at the bar that are the most delicious things in the world!,potato chips,negative,2,0
5738,And they have these home made potato chips at the bar that are the most delicious things in the world!,bar,positive,0,0
5739,And they have these home made potato chips at the bar that are the most delicious things in the world!,bar,negative,2,0
5740,My husband and I enjoyed each of the 6 taste size portions and left completely full.,portions,neutral,1,0
5741,My husband and I enjoyed each of the 6 taste size portions and left completely full.,portions,negative,2,0
5742,"I went here with a friend on a whim, we went someplace else first and couldn't get a table.",table,positive,0,0
5743,"I went here with a friend on a whim, we went someplace else first and couldn't get a table.",table,neutral,1,0
5744,"We all ate pasta entre'es, which were great.",pasta entre'es,neutral,1,0
5745,"We all ate pasta entre'es, which were great.",pasta entre'es,negative,2,0
5746,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,steak,neutral,1,0
5747,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,steak,negative,2,0
5748,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,butter,positive,0,0
5749,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,butter,neutral,1,0
5750,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,flavor,positive,0,0
5751,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,flavor,negative,2,0
5752,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,meat,neutral,1,0
5753,The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,meat,negative,2,0
5754,The food was boring and expensive.,food,positive,0,0
5755,The food was boring and expensive.,food,neutral,1,0
5756,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",ambience,neutral,1,0
5757,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",ambience,negative,2,0
5758,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",lunch,neutral,1,0
5759,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",lunch,negative,2,0
5760,Terrific menu full of unique rolls and special dishes.,menu,neutral,1,0
5761,Terrific menu full of unique rolls and special dishes.,menu,negative,2,0
5762,Terrific menu full of unique rolls and special dishes.,rolls,neutral,1,0
5763,Terrific menu full of unique rolls and special dishes.,rolls,negative,2,0
5764,Terrific menu full of unique rolls and special dishes.,dishes,neutral,1,0
5765,Terrific menu full of unique rolls and special dishes.,dishes,negative,2,0
5766,The service is ok but could be better.,service,positive,0,0
5767,The service is ok but could be better.,service,neutral,1,0
5768,"We love the food, drinks, and atmosphere!",food,neutral,1,0
5769,"We love the food, drinks, and atmosphere!",food,negative,2,0
5770,"We love the food, drinks, and atmosphere!",drinks,neutral,1,0
5771,"We love the food, drinks, and atmosphere!",drinks,negative,2,0
5772,"We love the food, drinks, and atmosphere!",atmosphere,neutral,1,0
5773,"We love the food, drinks, and atmosphere!",atmosphere,negative,2,0
5774,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,customer service,positive,0,0
5775,I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,customer service,neutral,1,0
5776,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",place,neutral,1,0
5777,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",place,negative,2,0
5778,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",oyster,positive,0,0
5779,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",oyster,negative,2,0
5780,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",Fish,positive,0,0
5781,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",Fish,negative,2,0
5782,"Took my mom for Mother's Day, and the maitre d' was pretty rude.",maitre d',positive,0,0
5783,"Took my mom for Mother's Day, and the maitre d' was pretty rude.",maitre d',neutral,1,0
5784,My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,sushi bar,positive,0,0
5785,My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,sushi bar,negative,2,0
5786,My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,chef,positive,0,0
5787,My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,chef,negative,2,0
5788,My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,ala carte,positive,0,0
5789,My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,ala carte,negative,2,0
5790,"The vibe is very relaxed and cozy, service was great and the food was excellent!",vibe,neutral,1,0
5791,"The vibe is very relaxed and cozy, service was great and the food was excellent!",vibe,negative,2,0
5792,"The vibe is very relaxed and cozy, service was great and the food was excellent!",service,neutral,1,0
5793,"The vibe is very relaxed and cozy, service was great and the food was excellent!",service,negative,2,0
5794,"The vibe is very relaxed and cozy, service was great and the food was excellent!",food,neutral,1,0
5795,"The vibe is very relaxed and cozy, service was great and the food was excellent!",food,negative,2,0
5796,"If the weather is nice, try to snag an outside table.",table,neutral,1,0
5797,"If the weather is nice, try to snag an outside table.",table,negative,2,0
5798,"If you are looking for a good quality, cheap eats - this is the place.",quality,neutral,1,0
5799,"If you are looking for a good quality, cheap eats - this is the place.",quality,negative,2,0
5800,The service was friendly and the atmosphere was casual.,service,neutral,1,0
5801,The service was friendly and the atmosphere was casual.,service,negative,2,0
5802,The service was friendly and the atmosphere was casual.,atmosphere,neutral,1,0
5803,The service was friendly and the atmosphere was casual.,atmosphere,negative,2,0
5804,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,bagels,positive,0,0
5805,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,bagels,negative,2,0
5806,"I recommend their Pad See Ew, Pork Chops or Tofu plates.",Pad See Ew,neutral,1,0
5807,"I recommend their Pad See Ew, Pork Chops or Tofu plates.",Pad See Ew,negative,2,0
5808,"I recommend their Pad See Ew, Pork Chops or Tofu plates.",Pork Chops,neutral,1,0
5809,"I recommend their Pad See Ew, Pork Chops or Tofu plates.",Pork Chops,negative,2,0
5810,"I recommend their Pad See Ew, Pork Chops or Tofu plates.",Tofu plates,neutral,1,0
5811,"I recommend their Pad See Ew, Pork Chops or Tofu plates.",Tofu plates,negative,2,0
5812,Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.,taste,neutral,1,0
5813,Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.,taste,negative,2,0
5814,Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.,quantity,neutral,1,0
5815,Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.,quantity,negative,2,0
5816,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",bartender,positive,0,0
5817,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",bartender,negative,2,0
5818,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",food,neutral,1,0
5819,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",food,negative,2,0
5820,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",drinks,neutral,1,0
5821,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",drinks,negative,2,0
5822,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",steak with portobello mushrooms,neutral,1,0
5823,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",steak with portobello mushrooms,negative,2,0
5824,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",bar,positive,0,0
5825,"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",bar,negative,2,0
5826,The service was excellent - friendly and attentive.,service,neutral,1,0
5827,The service was excellent - friendly and attentive.,service,negative,2,0
5828,"The main course had an average portion, and was decent overall.",main course,neutral,1,0
5829,"The main course had an average portion, and was decent overall.",main course,negative,2,0
5830,"The main course had an average portion, and was decent overall.",portion,positive,0,0
5831,"The main course had an average portion, and was decent overall.",portion,negative,2,0
5832,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,reservation,positive,0,0
5833,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,reservation,neutral,1,0
5834,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,cocktails,neutral,1,0
5835,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,cocktails,negative,2,0
5836,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,surroundings,neutral,1,0
5837,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,surroundings,negative,2,0
5838,"Waitstaff is great, very attentive.",Waitstaff,neutral,1,0
5839,"Waitstaff is great, very attentive.",Waitstaff,negative,2,0
5840,The dinner menu is diverse and top-notch as well.,dinner menu,neutral,1,0
5841,The dinner menu is diverse and top-notch as well.,dinner menu,negative,2,0
5842,IT IS WHAT MODERN CUISINE IS ALL ABOUT.,CUISINE,neutral,1,0
5843,IT IS WHAT MODERN CUISINE IS ALL ABOUT.,CUISINE,negative,2,0
5844,"I don't like Indian food too much and this was delicious, however you want to factor that into the equation.",Indian food,neutral,1,0
5845,"I don't like Indian food too much and this was delicious, however you want to factor that into the equation.",Indian food,negative,2,0
5846,"at taj, vegetarians can rejoice-all the dishes are manna from heaven.",dishes,neutral,1,0
5847,"at taj, vegetarians can rejoice-all the dishes are manna from heaven.",dishes,negative,2,0
5848,I won't go back unless someone else is footing the bill.,bill,positive,0,0
5849,I won't go back unless someone else is footing the bill.,bill,neutral,1,0
5850,"We live in New Jersey and whenever we go into New York City we buy bagels to eat hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car so I wouldn't have to look for parking).",bagels,positive,0,0
5851,"We live in New Jersey and whenever we go into New York City we buy bagels to eat hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car so I wouldn't have to look for parking).",bagels,negative,2,0
5852,Jimmy's is hands down the hottest night spot in the Bronx.,spot,neutral,1,0
5853,Jimmy's is hands down the hottest night spot in the Bronx.,spot,negative,2,0
5854,And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.,service,positive,0,0
5855,And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.,service,neutral,1,0
5856,And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.,delivery,positive,0,0
5857,And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.,delivery,neutral,1,0
5858,"The $300 bill was a bit steep, but the experience was great.",bill,positive,0,0
5859,"The $300 bill was a bit steep, but the experience was great.",bill,neutral,1,0
5860,"Nice ambiance, nice little bar, good bartender, Francois, and good service.",bar,neutral,1,0
5861,"Nice ambiance, nice little bar, good bartender, Francois, and good service.",bar,negative,2,0
5862,"Nice ambiance, nice little bar, good bartender, Francois, and good service.",bartender,neutral,1,0
5863,"Nice ambiance, nice little bar, good bartender, Francois, and good service.",bartender,negative,2,0
5864,"Nice ambiance, nice little bar, good bartender, Francois, and good service.",service,neutral,1,0
5865,"Nice ambiance, nice little bar, good bartender, Francois, and good service.",service,negative,2,0
5866,"Nice ambiance, nice little bar, good bartender, Francois, and good service.",ambiance,neutral,1,0
5867,"Nice ambiance, nice little bar, good bartender, Francois, and good service.",ambiance,negative,2,0
5868,"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",calamari,neutral,1,0
5869,"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",calamari,negative,2,0
5870,"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",sauce,neutral,1,0
5871,"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",sauce,negative,2,0
5872,"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",duck noodles,neutral,1,0
5873,"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",duck noodles,negative,2,0
5874,I would definitely go back -- if only for some of those exotic martinis on the blackboard.,martinis,neutral,1,0
5875,I would definitely go back -- if only for some of those exotic martinis on the blackboard.,martinis,negative,2,0
5876,Simple comfort food and what hot and lage portions.,comfort food,neutral,1,0
5877,Simple comfort food and what hot and lage portions.,comfort food,negative,2,0
5878,Simple comfort food and what hot and lage portions.,portions,neutral,1,0
5879,Simple comfort food and what hot and lage portions.,portions,negative,2,0
5880,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",rolls,positive,0,0
5881,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",rolls,neutral,1,0
5882,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",menu,positive,0,0
5883,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",menu,negative,2,0
5884,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",avocado,positive,0,0
5885,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",avocado,neutral,1,0
5886,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",rice,positive,0,0
5887,"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.",rice,neutral,1,0
5888,We didn't get drink refills and she didn't even offer us the option of dessert.,drink refills,positive,0,0
5889,We didn't get drink refills and she didn't even offer us the option of dessert.,drink refills,neutral,1,0
5890,We didn't get drink refills and she didn't even offer us the option of dessert.,dessert,positive,0,0
5891,We didn't get drink refills and she didn't even offer us the option of dessert.,dessert,negative,2,0
5892,The bagels are also reasonably priced for NYC.,bagels,neutral,1,0
5893,The bagels are also reasonably priced for NYC.,bagels,negative,2,0
5894,The bagels are also reasonably priced for NYC.,priced,neutral,1,0
5895,The bagels are also reasonably priced for NYC.,priced,negative,2,0
5896,"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",business dinner,neutral,1,0
5897,"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",business dinner,negative,2,0
5898,"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",table,neutral,1,0
5899,"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",table,negative,2,0
5900,Decor leaves something to be desired.,Decor,positive,0,0
5901,Decor leaves something to be desired.,Decor,neutral,1,0
5902,"Also, specify if you like your food spicy- its rather bland if you don't.",food,positive,0,0
5903,"Also, specify if you like your food spicy- its rather bland if you don't.",food,negative,2,0
5904,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",waiter,neutral,1,0
5905,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",waiter,negative,2,0
5906,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",place,neutral,1,0
5907,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",place,negative,2,0
5908,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",prices,positive,0,0
5909,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",prices,neutral,1,0
5910,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",food,positive,0,0
5911,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",food,neutral,1,0
5912,Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),toppings,neutral,1,0
5913,Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),toppings,negative,2,0
